,arr_time,exit_time,origin,total,exit_time_binned,destination
700,510,549,Tooting Broadway,1,16,644
701,538,569,Tooting Broadway,1,17,644
702,355,382,Tooting Broadway,1,5,513
703,469,504,Tooting Broadway,1,13,644
704,526,561,Tooting Broadway,1,17,644
705,416,447,Tooting Broadway,1,9,644
706,455,488,Tooting Broadway,1,12,513
707,463,508,Tooting Broadway,1,13,513
708,524,561,Tooting Broadway,1,17,644
709,588,617,Tooting Broadway,1,21,513
710,448,480,Tooting Broadway,1,11,513
711,483,521,Tooting Broadway,1,14,513
712,604,638,Tooting Broadway,1,22,513
713,457,488,Tooting Broadway,1,12,513
714,455,487,Tooting Broadway,1,12,513
715,495,531,Tooting Broadway,1,15,513
716,404,437,Tooting Broadway,1,9,513
717,502,542,Tooting Broadway,1,16,644
718,488,527,Tooting Broadway,1,15,644
719,570,604,Tooting Broadway,1,20,644
720,620,652,Tooting Broadway,1,23,644
721,481,516,Tooting Broadway,1,14,513
722,427,457,Tooting Broadway,1,10,513
723,435,467,Tooting Broadway,1,11,513
724,456,494,Tooting Broadway,1,12,513
725,491,527,Tooting Broadway,1,15,513
726,501,540,Tooting Broadway,1,15,513
727,465,495,Tooting Broadway,1,12,513
728,483,519,Tooting Broadway,1,14,513
729,512,551,Tooting Broadway,1,16,513
730,503,544,Tooting Broadway,1,16,644
731,513,558,Tooting Broadway,1,17,644
732,470,505,Tooting Broadway,1,13,644
733,480,517,Tooting Broadway,1,14,513
734,472,509,Tooting Broadway,1,13,513
735,472,520,Tooting Broadway,1,14,513
736,490,527,Tooting Broadway,1,15,513
737,495,540,Tooting Broadway,1,15,513
738,691,720,Tooting Broadway,1,27,513
739,478,511,Tooting Broadway,1,14,644
740,497,535,Tooting Broadway,1,15,513
741,497,539,Tooting Broadway,1,15,513
742,519,559,Tooting Broadway,1,17,513
743,480,517,Tooting Broadway,1,14,513
744,512,551,Tooting Broadway,1,16,644
745,602,631,Tooting Broadway,1,22,513
746,460,491,Tooting Broadway,1,12,513
747,517,556,Tooting Broadway,1,17,644
748,540,576,Tooting Broadway,1,18,513
749,455,485,Tooting Broadway,1,12,644
750,427,462,Tooting Broadway,1,10,513
751,448,480,Tooting Broadway,1,11,513
752,688,716,Tooting Broadway,1,27,513
753,448,480,Tooting Broadway,1,11,513
754,470,505,Tooting Broadway,1,13,644
755,473,508,Tooting Broadway,1,13,513
756,502,544,Tooting Broadway,1,16,513
757,478,512,Tooting Broadway,1,14,513
758,533,565,Tooting Broadway,1,17,513
759,461,493,Tooting Broadway,1,12,644
760,469,503,Tooting Broadway,1,13,513
761,469,504,Tooting Broadway,1,13,513
762,467,503,Tooting Broadway,1,13,513
763,493,531,Tooting Broadway,1,15,644
764,497,534,Tooting Broadway,1,15,644
765,600,633,Tooting Broadway,1,22,513
766,370,397,Tooting Broadway,1,6,513
767,405,437,Tooting Broadway,1,9,513
768,435,468,Tooting Broadway,1,11,513
769,537,569,Tooting Broadway,1,17,513
770,495,531,Tooting Broadway,1,15,644
771,468,503,Tooting Broadway,1,13,644
772,471,505,Tooting Broadway,1,13,644
773,550,583,Tooting Broadway,1,18,644
774,564,594,Tooting Broadway,1,19,513
775,320,348,Tooting Broadway,1,3,513
776,433,467,Tooting Broadway,1,11,644
777,491,527,Tooting Broadway,1,15,513
778,528,563,Tooting Broadway,1,17,513
779,543,581,Tooting Broadway,1,18,513
780,462,494,Tooting Broadway,1,12,644
781,494,532,Tooting Broadway,1,15,644
782,581,611,Tooting Broadway,1,20,644
783,461,493,Tooting Broadway,1,12,644
784,477,511,Tooting Broadway,1,14,644
785,479,513,Tooting Broadway,1,14,513
786,492,532,Tooting Broadway,1,15,644
787,618,648,Tooting Broadway,1,23,513
788,464,493,Tooting Broadway,1,12,513
789,484,520,Tooting Broadway,1,14,513
790,493,532,Tooting Broadway,1,15,513
791,518,556,Tooting Broadway,1,17,644
792,543,580,Tooting Broadway,1,18,513
793,426,457,Tooting Broadway,1,10,513
794,489,523,Tooting Broadway,1,14,644
795,544,580,Tooting Broadway,1,18,513
796,441,471,Tooting Broadway,1,11,513
797,465,496,Tooting Broadway,1,13,513
798,473,507,Tooting Broadway,1,13,644
799,486,520,Tooting Broadway,1,14,513
800,473,508,Tooting Broadway,1,13,513
801,490,527,Tooting Broadway,1,15,644
802,454,485,Tooting Broadway,1,12,513
803,512,552,Tooting Broadway,1,16,513
804,473,513,Tooting Broadway,1,14,513
805,510,549,Tooting Broadway,1,16,513
806,474,510,Tooting Broadway,1,13,513
807,416,447,Tooting Broadway,1,9,644
808,468,503,Tooting Broadway,1,13,513
809,491,527,Tooting Broadway,1,15,513
810,489,523,Tooting Broadway,1,14,513
811,491,532,Tooting Broadway,1,15,513
812,367,398,Tooting Broadway,1,6,644
813,514,554,Tooting Broadway,1,16,644
814,443,474,Tooting Broadway,1,11,513
815,448,480,Tooting Broadway,1,11,513
816,559,588,Tooting Broadway,1,19,644
817,526,560,Tooting Broadway,1,17,644
818,621,651,Tooting Broadway,1,23,513
819,513,552,Tooting Broadway,1,16,513
820,506,551,Tooting Broadway,1,16,513
821,552,583,Tooting Broadway,1,18,644
822,436,469,Tooting Broadway,1,11,513
823,474,508,Tooting Broadway,1,13,644
824,531,565,Tooting Broadway,1,17,513
825,558,592,Tooting Broadway,1,19,644
826,486,534,Tooting Broadway,1,15,513
827,496,535,Tooting Broadway,1,15,644
828,503,546,Tooting Broadway,1,16,513
829,513,553,Tooting Broadway,1,16,644
830,428,462,Tooting Broadway,1,10,513
831,456,488,Tooting Broadway,1,12,513
832,476,513,Tooting Broadway,1,14,644
833,542,575,Tooting Broadway,1,18,513
834,566,594,Tooting Broadway,1,19,513
835,330,360,Tooting Broadway,1,3,513
836,456,488,Tooting Broadway,1,12,513
837,589,620,Tooting Broadway,1,21,513
838,522,557,Tooting Broadway,1,17,513
839,453,482,Tooting Broadway,1,12,513
840,490,527,Tooting Broadway,1,15,644
841,528,563,Tooting Broadway,1,17,644
842,683,712,Tooting Broadway,1,27,644
843,585,616,Tooting Broadway,1,21,644
844,355,382,Tooting Broadway,1,5,513
845,413,443,Tooting Broadway,1,9,513
846,498,537,Tooting Broadway,1,15,644
847,406,437,Tooting Broadway,1,9,513
848,496,531,Tooting Broadway,1,15,513
849,497,537,Tooting Broadway,1,15,644
850,472,519,Tooting Broadway,1,14,513
851,491,528,Tooting Broadway,1,15,513
852,491,528,Tooting Broadway,1,15,644
853,426,456,Tooting Broadway,1,10,644
854,499,546,Tooting Broadway,1,16,513
855,470,505,Tooting Broadway,1,13,644
856,473,509,Tooting Broadway,1,13,513
857,497,535,Tooting Broadway,1,15,513
858,321,349,Brixton,1,3,513
859,377,398,Brixton,1,6,513
860,425,446,Brixton,1,9,513
861,432,453,Brixton,1,10,513
862,442,468,Brixton,1,11,513
863,451,471,Brixton,1,11,513
864,450,471,Brixton,1,11,513
865,444,470,Brixton,1,11,513
866,454,474,Brixton,1,11,644
867,452,474,Brixton,1,11,644
868,461,482,Brixton,1,12,644
869,461,483,Brixton,1,12,644
870,467,488,Brixton,1,12,513
871,469,487,Brixton,1,12,644
872,469,491,Brixton,1,12,644
873,470,491,Brixton,1,12,513
874,475,495,Brixton,1,12,644
875,480,502,Brixton,1,13,644
876,481,506,Brixton,1,13,513
877,484,508,Brixton,1,13,513
878,487,512,Brixton,1,14,513
879,489,512,Brixton,1,14,513
880,489,512,Brixton,1,14,513
881,491,515,Brixton,1,14,644
882,497,520,Brixton,1,14,513
883,496,525,Brixton,1,14,513
884,499,527,Brixton,1,15,644
885,501,527,Brixton,1,15,644
886,503,532,Brixton,1,15,644
887,505,531,Brixton,1,15,644
888,502,532,Brixton,1,15,644
889,506,533,Brixton,1,15,513
890,508,534,Brixton,1,15,644
891,508,533,Brixton,1,15,644
892,507,533,Brixton,1,15,644
893,507,537,Brixton,1,15,644
894,515,539,Brixton,1,15,644
895,513,540,Brixton,1,15,644
896,516,544,Brixton,1,16,513
897,517,543,Brixton,1,16,644
898,517,546,Brixton,1,16,644
899,524,548,Brixton,1,16,513
900,521,548,Brixton,1,16,644
901,525,549,Brixton,1,16,513
902,526,553,Brixton,1,16,513
903,528,554,Brixton,1,16,644
904,528,556,Brixton,1,17,644
905,532,557,Brixton,1,17,513
906,535,559,Brixton,1,17,513
907,536,563,Brixton,1,17,644
908,544,565,Brixton,1,17,644
909,541,565,Brixton,1,17,513
910,549,573,Brixton,1,18,513
911,552,580,Brixton,1,18,513
912,565,584,Brixton,1,18,513
913,567,588,Brixton,1,19,644
914,573,591,Brixton,1,19,644
915,586,604,Brixton,1,20,513
916,594,616,Brixton,1,21,644
917,596,616,Brixton,1,21,644
918,599,621,Brixton,1,21,513
919,606,629,Brixton,1,21,644
920,598,620,Brixton,1,21,513
921,605,634,Brixton,1,22,513
922,622,648,Brixton,1,23,644
923,651,671,Brixton,1,24,513
924,687,706,Brixton,1,27,513
925,686,709,Brixton,1,27,513
926,528,557,Brixton,1,17,513
927,465,488,Brixton,1,12,513
928,534,558,Brixton,1,17,644
929,492,522,Brixton,1,14,644
930,450,471,Brixton,1,11,644
931,532,556,Brixton,1,17,644
932,606,629,Brixton,1,21,644
933,450,471,Brixton,1,11,513
934,515,540,Brixton,1,15,513
935,546,565,Brixton,1,17,644
936,510,536,Brixton,1,15,644
937,496,520,Brixton,1,14,513
938,599,620,Brixton,1,21,513
939,449,471,Brixton,1,11,513
940,539,563,Brixton,1,17,513
941,588,610,Brixton,1,20,513
942,510,537,Brixton,1,15,644
943,459,479,Brixton,1,11,513
944,497,523,Brixton,1,14,644
945,522,549,Brixton,1,16,644
946,615,643,Brixton,1,22,644
947,599,621,Brixton,1,21,513
948,495,519,Brixton,1,14,513
949,499,524,Brixton,1,14,513
950,497,520,Brixton,1,14,513
951,525,549,Brixton,1,16,513
952,539,562,Brixton,1,17,644
953,428,452,Brixton,1,10,644
954,495,518,Brixton,1,14,644
955,515,543,Brixton,1,16,513
956,529,557,Brixton,1,17,513
957,577,598,Brixton,1,19,644
958,578,598,Brixton,1,19,644
959,532,556,Brixton,1,17,644
960,549,575,Brixton,1,18,513
961,631,651,Brixton,1,23,644
962,492,521,Brixton,1,14,513
963,561,583,Brixton,1,18,513
964,510,537,Brixton,1,15,644
965,521,547,Brixton,1,16,513
966,461,482,Brixton,1,12,513
967,477,504,Brixton,1,13,513
968,489,518,Brixton,1,14,513
969,501,523,Brixton,1,14,644
970,504,531,Brixton,1,15,644
971,700,720,Brixton,1,27,513
972,453,475,Brixton,1,11,513
973,478,507,Brixton,1,13,513
974,515,539,Brixton,1,15,644
975,426,446,Brixton,1,9,513
976,529,554,Brixton,1,16,644
977,497,523,Brixton,1,14,513
978,486,514,Brixton,1,14,644
979,499,523,Brixton,1,14,513
980,420,438,Brixton,1,9,513
981,486,516,Brixton,1,14,644
982,498,523,Brixton,1,14,513
983,495,523,Brixton,1,14,513
984,528,553,Brixton,1,16,644
985,458,479,Brixton,1,11,513
986,526,550,Brixton,1,16,513
987,426,447,Brixton,1,9,513
988,488,512,Brixton,1,14,513
989,520,562,Brixton,1,17,513
990,464,486,Brixton,1,12,513
991,454,473,Brixton,1,11,513
992,455,479,Brixton,1,11,644
993,481,506,Brixton,1,13,513
994,489,515,Brixton,1,14,513
995,502,528,Brixton,1,15,644
996,373,398,Brixton,1,6,513
997,466,492,Brixton,1,12,644
998,521,551,Brixton,1,16,513
999,414,437,Brixton,1,9,644
1000,516,543,Brixton,1,16,644
1001,523,548,Brixton,1,16,644
1002,572,593,Brixton,1,19,513
1003,670,692,Brixton,1,26,513
1004,498,522,Brixton,1,14,644
1005,505,530,Brixton,1,15,644
1006,503,534,Brixton,1,15,644
1007,508,537,Brixton,1,15,644
1008,526,549,Brixton,1,16,644
1009,544,567,Brixton,1,17,644
1010,675,699,Brixton,1,26,513
1011,447,469,Brixton,1,11,513
1012,394,419,Brixton,1,7,644
1013,503,531,Brixton,1,15,513
1014,534,558,Brixton,1,17,513
1015,510,538,Brixton,1,15,513
1016,582,602,Brixton,1,20,513
1017,471,493,Brixton,1,12,513
1018,504,527,Brixton,1,15,644
1019,536,563,Brixton,1,17,513
1020,481,512,Brixton,1,14,513
1021,512,540,Brixton,1,15,644
1022,460,484,Brixton,1,12,644
1023,469,487,Brixton,1,12,644
1024,483,509,Brixton,1,13,513
1025,535,559,Brixton,1,17,513
1026,392,414,Brixton,1,7,513
1027,474,493,Brixton,1,12,644
1028,522,547,Brixton,1,16,644
1029,447,469,Brixton,1,11,513
1030,489,515,Brixton,1,14,513
1031,511,537,Brixton,1,15,644
1032,529,556,Brixton,1,17,513
1033,477,503,Brixton,1,13,513
1034,509,536,Brixton,1,15,644
1035,543,565,Brixton,1,17,513
1036,570,593,Brixton,1,19,513
1037,508,534,Brixton,1,15,644
1038,483,507,Brixton,1,13,513
1039,462,482,Brixton,1,12,644
1040,461,481,Brixton,1,12,644
1041,473,493,Brixton,1,12,513
1042,558,579,Brixton,1,18,644
1043,411,436,Brixton,1,9,513
1044,432,452,Brixton,1,10,513
1045,498,523,Brixton,1,14,513
1046,508,535,Brixton,1,15,644
1047,470,491,Brixton,1,12,513
1048,483,508,Brixton,1,13,644
1049,519,546,Brixton,1,16,513
1050,526,553,Brixton,1,16,644
1051,554,580,Brixton,1,18,644
1052,529,555,Brixton,1,16,644
1053,482,508,Brixton,1,13,644
1054,396,419,Brixton,1,7,513
1055,404,431,Brixton,1,8,644
1056,498,526,Brixton,1,15,644
1057,524,549,Brixton,1,16,513
1058,541,565,Brixton,1,17,513
1059,510,539,Brixton,1,15,513
1060,616,647,Brixton,1,23,513
1061,630,652,Brixton,1,23,644
1062,485,509,Brixton,1,13,513
1063,515,540,Brixton,1,15,644
1064,517,546,Brixton,1,16,513
1065,474,492,Brixton,1,12,513
1066,396,419,Brixton,1,7,513
1067,517,542,Brixton,1,16,644
1068,533,556,Brixton,1,17,644
1069,461,483,Brixton,1,12,513
1070,499,525,Brixton,1,14,513
1071,509,537,Brixton,1,15,644
1072,519,546,Brixton,1,16,513
1073,459,483,Brixton,1,12,644
1074,389,411,Brixton,1,7,513
1075,479,503,Brixton,1,13,513
1076,677,700,Brixton,1,26,513
1077,404,424,Brixton,1,8,644
1078,511,539,Brixton,1,15,513
1079,514,543,Brixton,1,16,513
1080,535,558,Brixton,1,17,644
1081,629,652,Brixton,1,23,513
1082,480,507,Brixton,1,13,513
1083,501,524,Brixton,1,14,513
1084,523,547,Brixton,1,16,513
1085,431,453,Brixton,1,10,513
1086,539,565,Brixton,1,17,513
1087,495,522,Brixton,1,14,644
1088,513,540,Brixton,1,15,644
1089,530,555,Brixton,1,16,644
1090,399,419,Brixton,1,7,513
1091,425,444,Brixton,1,9,644
1092,458,478,Brixton,1,11,644
1093,466,488,Brixton,1,12,513
1094,497,521,Brixton,1,14,644
1095,378,397,Brixton,1,6,513
1096,461,482,Brixton,1,12,513
1097,472,496,Brixton,1,13,513
1098,485,509,Brixton,1,13,644
1099,511,539,Brixton,1,15,513
1100,488,512,Brixton,1,14,513
1101,436,458,Brixton,1,10,513
1102,465,487,Brixton,1,12,644
1103,508,537,Brixton,1,15,513
1104,402,424,Brixton,1,8,513
1105,503,532,Brixton,1,15,644
1106,482,510,Brixton,1,13,513
1107,482,507,Brixton,1,13,513
1108,491,513,Brixton,1,14,644
1109,452,473,Brixton,1,11,513
1110,434,452,Brixton,1,10,644
1111,446,469,Brixton,1,11,513
1112,449,471,Brixton,1,11,644
1113,480,502,Brixton,1,13,644
1114,483,509,Brixton,1,13,513
1115,471,493,Brixton,1,12,513
1116,381,402,Brixton,1,6,644
1117,520,548,Brixton,1,16,644
1118,451,475,Brixton,1,11,513
1119,468,488,Brixton,1,12,644
1120,519,545,Brixton,1,16,644
1121,589,610,Brixton,1,20,513
1122,446,470,Brixton,1,11,513
1123,517,542,Brixton,1,16,644
1124,605,627,Brixton,1,21,513
1125,533,555,Brixton,1,16,644
1126,463,484,Brixton,1,12,513
1127,533,558,Brixton,1,17,644
1128,571,598,Brixton,1,19,644
1129,389,411,Brixton,1,7,513
1130,525,549,Brixton,1,16,513
1131,475,495,Brixton,1,12,644
1132,467,487,Brixton,1,12,513
1133,533,558,Brixton,1,17,644
1134,337,359,Brixton,1,3,513
1135,419,440,Brixton,1,9,513
1136,449,468,Brixton,1,11,513
1137,489,515,Brixton,1,14,513
1138,511,537,Brixton,1,15,644
1139,452,474,Brixton,1,11,513
1140,475,496,Brixton,1,13,644
1141,485,508,Brixton,1,13,513
1142,466,487,Brixton,1,12,513
1143,526,555,Brixton,1,16,513
1144,458,480,Brixton,1,11,513
1145,514,539,Brixton,1,15,644
1146,556,580,Brixton,1,18,513
1147,488,515,Brixton,1,14,513
1148,686,709,Brixton,1,27,513
1149,422,442,Brixton,1,9,513
1150,468,492,Brixton,1,12,644
1151,489,513,Brixton,1,14,513
1152,634,656,Brixton,1,23,513
1153,484,508,Brixton,1,13,644
1154,493,519,Brixton,1,14,513
1155,523,549,Brixton,1,16,513
1156,410,436,Brixton,1,9,513
1157,492,518,Brixton,1,14,644
1158,500,527,Brixton,1,15,513
1159,520,547,Brixton,1,16,644
1160,520,548,Brixton,1,16,513
1161,526,553,Brixton,1,16,513
1162,456,479,Brixton,1,11,644
1163,461,482,Brixton,1,12,644
1164,428,452,Brixton,1,10,644
1165,474,494,Brixton,1,12,513
1166,508,534,Brixton,1,15,513
1167,486,508,Brixton,1,13,644
1168,546,569,Brixton,1,17,644
1169,485,510,Brixton,1,13,644
1170,517,542,Brixton,1,16,644
1171,539,563,Brixton,1,17,644
1172,555,582,Brixton,1,18,513
1173,618,640,Brixton,1,22,644
1174,641,665,Brixton,1,24,513
1175,474,494,Brixton,1,12,513
1176,545,564,Brixton,1,17,644
1177,563,584,Brixton,1,18,644
1178,621,644,Brixton,1,22,513
1179,499,527,Brixton,1,15,644
1180,559,580,Brixton,1,18,513
1181,693,715,Brixton,1,27,644
1182,520,547,Brixton,1,16,644
1183,450,474,Brixton,1,11,513
1184,461,482,Brixton,1,12,513
1185,529,556,Brixton,1,17,644
1186,477,502,Brixton,1,13,644
1187,506,532,Brixton,1,15,513
1188,498,526,Brixton,1,15,644
1189,502,527,Brixton,1,15,513
1190,501,529,Brixton,1,15,644
1191,514,539,Brixton,1,15,644
1192,626,647,Brixton,1,23,513
1193,458,480,Brixton,1,11,513
1194,510,536,Brixton,1,15,644
1195,686,707,Brixton,1,27,513
1196,591,611,Brixton,1,20,644
1197,327,348,Stratford,1,3,513
1198,339,359,Stratford,1,3,513
1199,343,358,Stratford,1,3,513
1200,384,400,Stratford,1,6,513
1201,387,400,Stratford,1,6,513
1202,395,411,Stratford,1,7,513
1203,402,416,Stratford,1,7,513
1204,405,421,Stratford,1,8,513
1205,449,463,Stratford,1,10,513
1206,450,468,Stratford,1,11,513
1207,451,469,Stratford,1,11,644
1208,454,469,Stratford,1,11,513
1209,459,474,Stratford,1,11,513
1210,461,475,Stratford,1,11,513
1211,460,476,Stratford,1,11,513
1212,472,489,Stratford,1,12,513
1213,474,490,Stratford,1,12,513
1214,478,493,Stratford,1,12,513
1215,481,497,Stratford,1,13,513
1216,491,505,Stratford,1,13,513
1217,490,505,Stratford,1,13,513
1218,496,511,Stratford,1,14,513
1219,493,510,Stratford,1,13,513
1220,497,515,Stratford,1,14,513
1221,502,519,Stratford,1,14,513
1222,501,525,Stratford,1,14,644
1223,509,525,Stratford,1,14,513
1224,511,529,Stratford,1,15,513
1225,514,532,Stratford,1,15,513
1226,519,536,Stratford,1,15,513
1227,523,538,Stratford,1,15,513
1228,522,537,Stratford,1,15,513
1229,527,541,Stratford,1,16,513
1230,534,550,Stratford,1,16,513
1231,530,544,Stratford,1,16,513
1232,518,542,Stratford,1,16,513
1233,489,556,Stratford,1,17,513
1234,526,540,Stratford,1,15,513
1235,529,544,Stratford,1,16,513
1236,527,542,Stratford,1,16,513
1237,540,554,Stratford,1,16,513
1238,550,566,Stratford,1,17,513
1239,557,574,Stratford,1,18,513
1240,575,594,Stratford,1,19,513
1241,579,594,Stratford,1,19,513
1242,586,601,Stratford,1,20,513
1243,575,594,Stratford,1,19,513
1244,621,637,Stratford,1,22,513
1245,627,641,Stratford,1,22,513
1246,639,652,Stratford,1,23,513
1247,652,666,Stratford,1,24,513
1248,656,669,Stratford,1,24,513
1249,674,689,Stratford,1,25,513
1250,667,686,Stratford,1,25,513
1251,677,702,Stratford,1,26,513
1252,678,702,Stratford,1,26,513
1253,684,709,Stratford,1,27,513
1254,456,470,Stratford,1,11,513
1255,405,425,Stratford,1,8,644
1256,510,527,Stratford,1,15,513
1257,524,540,Stratford,1,15,513
1258,577,593,Stratford,1,19,513
1259,340,358,Stratford,1,3,513
1260,429,442,Stratford,1,9,513
1261,528,543,Stratford,1,16,513
1262,417,431,Stratford,1,8,513
1263,439,453,Stratford,1,10,513
1264,481,496,Stratford,1,13,513
1265,488,503,Stratford,1,13,513
1266,490,505,Stratford,1,13,513
1267,494,511,Stratford,1,14,513
1268,395,410,Stratford,1,7,513
1269,372,389,Stratford,1,5,513
1270,451,468,Stratford,1,11,513
1271,539,553,Stratford,1,16,513
1272,574,589,Stratford,1,19,513
1273,415,430,Stratford,1,8,513
1274,445,460,Stratford,1,10,513
1275,514,532,Stratford,1,15,513
1276,517,536,Stratford,1,15,513
1277,473,488,Stratford,1,12,513
1278,510,527,Stratford,1,15,513
1279,392,407,Stratford,1,7,513
1280,508,525,Stratford,1,14,513
1281,506,525,Stratford,1,14,513
1282,511,532,Stratford,1,15,513
1283,521,537,Stratford,1,15,513
1284,560,576,Stratford,1,18,513
1285,645,662,Stratford,1,24,513
1286,452,467,Stratford,1,11,513
1287,522,537,Stratford,1,15,513
1288,528,543,Stratford,1,16,513
1289,612,626,Stratford,1,21,513
1290,384,400,Stratford,1,6,513
1291,487,504,Stratford,1,13,513
1292,545,557,Stratford,1,17,513
1293,692,707,Stratford,1,27,513
1294,514,530,Stratford,1,15,513
1295,430,450,Stratford,1,9,644
1296,678,702,Stratford,1,26,513
1297,446,464,Stratford,1,10,644
1298,452,468,Stratford,1,11,513
1299,538,551,Stratford,1,16,513
1300,677,702,Stratford,1,26,513
1301,484,498,Stratford,1,13,513
1302,580,596,Stratford,1,19,513
1303,649,662,Stratford,1,24,513
1304,418,434,Stratford,1,8,513
1305,505,519,Stratford,1,14,513
1306,640,651,Stratford,1,23,513
1307,491,505,Stratford,1,13,513
1308,508,524,Stratford,1,14,513
1309,420,438,Stratford,1,9,513
1310,574,589,Stratford,1,19,513
1311,590,603,Stratford,1,20,513
1312,418,433,Stratford,1,8,513
1313,576,593,Stratford,1,19,513
1314,592,608,Stratford,1,20,513
1315,524,541,Stratford,1,16,513
1316,470,485,Stratford,1,12,513
1317,609,623,Stratford,1,21,513
1318,677,702,Stratford,1,26,513
1319,446,458,Stratford,1,10,513
1320,455,469,Stratford,1,11,513
1321,511,527,Stratford,1,15,513
1322,518,537,Stratford,1,15,513
1323,546,563,Stratford,1,17,513
1324,558,575,Stratford,1,18,513
1325,404,422,Stratford,1,8,513
1326,362,379,Stratford,1,5,513
1327,520,537,Stratford,1,15,513
1328,677,702,Stratford,1,26,513
1329,580,596,Stratford,1,19,513
1330,681,697,Stratford,1,26,513
1331,462,476,Stratford,1,11,513
